1	100000	1	998	319	17	15
1	100000	2	313	608	67	21
1	100000	3	104	753	87	19
1	100000	4	37	795	110	35
1	100000	5	29	804	109	54
1	100000	6	20	836	126	56
1	100000	7	11	817	156	70
1	100000	8	8	827	145	84
1	100000	9	3	838	133	86
1	100000	10	9	795	143	93
1	100000	11	1	832	134	112
1	100000	12	3	840	135	98
1	100000	13	4	815	155	119
1	100000	14	3	843	149	119
1	100000	15	3	814	147	126
1	100000	16	1	841	142	132
1	100000	17	3	869	131	117
1	100000	18	1	818	159	156
1	100000	19	2	843	137	143
1	100000	20	2	829	116	163
1	100000	21	0	868	138	163
1	100000	22	0	838	131	159
1	100000	23	0	819	140	168
1	100000	24	0	851	116	159
1	100000	25	0	839	121	184
1	100000	26	1	844	126	177
1	100000	27	0	853	111	158
1	100000	28	1	844	106	185
1	100000	29	2	854	101	171
1	100000	30	1	796	127	189
1	100000	31	0	805	122	184
1	100000	32	0	834	104	181
1	100000	33	0	833	107	168
1	100000	34	0	814	102	188
1	100000	35	0	802	87	210
1	100000	36	1	818	105	178
1	100000	37	0	808	86	219
1	100000	38	1	774	94	211
1	100000	39	0	762	101	220
1	100000	40	0	803	95	193
1	100000	41	0	765	111	231
1	100000	42	0	785	94	222
1	100000	43	1	752	103	224
1	100000	44	0	761	108	226
1	100000	45	0	779	84	218
1	100000	46	0	752	80	208
1	100000	47	0	764	88	227
1	100000	48	0	734	101	213
1	100000	49	0	754	79	192
1	100000	50	0	776	87	193
1	110000	1	94	37	0	0
1	110000	2	49	59	6	6
1	110000	3	9	101	11	9
1	110000	4	3	114	14	9
1	110000	5	1	124	15	12
1	110000	6	2	121	17	12
1	110000	7	1	119	17	10
1	110000	8	2	120	22	9
1	110000	9	1	140	15	3
1	110000	10	1	119	18	10
1	110000	11	1	127	19	7
1	110000	12	0	125	18	11
1	110000	13	0	130	11	15
1	110000	14	0	138	11	12
1	110000	15	0	132	12	15
1	110000	16	0	125	15	14
1	110000	17	0	127	14	14
1	110000	18	0	125	13	13
1	110000	19	0	130	8	15
1	110000	20	0	123	8	17
1	110000	21	0	121	6	19
1	110000	22	0	132	9	15
1	110000	23	0	120	10	21
1	110000	24	0	130	9	16
1	110000	25	0	128	5	17
1	110000	26	0	127	13	13
1	110000	27	0	127	10	16
1	110000	28	0	125	8	21
1	110000	29	0	114	11	28
1	110000	30	0	110	11	27
1	110000	31	0	121	8	19
1	110000	32	0	113	7	30
1	110000	33	1	120	8	19
1	110000	34	0	116	11	20
1	110000	35	0	117	6	21
1	110000	36	0	123	7	19
1	110000	37	0	118	7	21
1	110000	38	0	119	7	17
1	110000	39	0	119	6	20
1	110000	40	0	117	7	18
1	110000	41	0	113	6	27
1	110000	42	0	119	8	18
1	110000	43	0	117	13	15
1	110000	44	0	113	5	27
1	110000	45	0	106	6	27
1	110000	46	0	118	5	19
1	110000	47	0	114	7	21
1	110000	48	0	109	9	20
1	110000	49	0	117	7	19
1	110000	50	0	125	3	13
1	120000	1	439	139	4	5
1	120000	2	90	307	15	9
1	120000	3	40	322	26	11
1	120000	4	19	360	35	9
1	120000	5	16	359	43	21
1	120000	6	4	366	59	17
1	120000	7	5	358	71	28
1	120000	8	3	355	63	28
1	120000	9	2	376	57	34
1	120000	10	2	376	73	31
1	120000	11	1	379	68	31
1	120000	12	2	368	71	32
1	120000	13	0	372	64	48
1	120000	14	1	385	63	44
1	120000	15	0	380	55	42
1	120000	16	0	384	63	45
1	120000	17	0	388	72	55
1	120000	18	1	379	55	58
1	120000	19	0	383	74	53
1	120000	20	0	373	80	69
1	120000	21	1	381	63	56
1	120000	22	0	383	66	69
1	120000	23	0	378	72	64
1	120000	24	0	383	55	71
1	120000	25	0	399	53	63
1	120000	26	0	374	54	66
1	120000	27	0	371	57	84
1	120000	28	0	377	42	89
1	120000	29	0	373	56	84
1	120000	30	0	375	55	79
1	120000	31	0	380	46	78
1	120000	32	0	364	55	81
1	120000	33	0	373	56	77
1	120000	34	0	365	48	86
1	120000	35	1	360	48	91
1	120000	36	0	362	51	88
1	120000	37	0	366	58	79
1	120000	38	0	358	46	101
1	120000	39	0	370	51	80
1	120000	40	0	355	44	91
1	120000	41	0	357	57	84
1	120000	42	0	360	45	82
1	120000	43	0	350	54	76
1	120000	44	0	348	45	91
1	120000	45	0	342	47	94
1	120000	46	0	348	46	95
1	120000	47	0	350	36	96
1	120000	48	0	329	53	94
1	120000	49	0	337	39	97
1	120000	50	0	346	40	95
1	130000	1	420	110	0	1
1	130000	2	80	274	0	1
1	130000	3	25	330	1	2
1	130000	4	20	362	5	4
1	130000	5	11	385	3	5
1	130000	6	4	373	7	2
1	130000	7	1	377	10	10
1	130000	8	3	373	12	7
1	130000	9	3	367	12	15
1	130000	10	0	396	12	9
1	130000	11	2	378	19	12
1	130000	12	0	391	15	12
1	130000	13	1	395	22	12
1	130000	14	0	416	20	15
1	130000	15	0	393	18	18
1	130000	16	0	431	20	16
1	130000	17	1	420	15	17
1	130000	18	0	421	19	20
1	130000	19	0	428	20	20
1	130000	20	0	417	27	19
1	130000	21	0	446	20	10
1	130000	22	0	424	21	19
1	130000	23	0	433	16	20
1	130000	24	0	431	19	19
1	130000	25	0	433	25	21
1	130000	26	0	436	24	37
1	130000	27	0	443	24	33
1	130000	28	0	434	24	30
1	130000	29	0	432	28	33
1	130000	30	0	431	21	32
1	130000	31	0	440	25	28
1	130000	32	0	457	25	27
1	130000	33	0	435	18	29
1	130000	34	0	424	25	35
1	130000	35	0	431	23	36
1	130000	36	0	439	29	30
1	130000	37	0	427	21	39
1	130000	38	0	423	25	34
1	130000	39	0	436	15	36
1	130000	40	0	414	20	50
1	130000	41	0	431	39	32
1	130000	42	0	438	14	35
1	130000	43	0	434	13	35
1	130000	44	0	424	18	51
1	130000	45	0	428	34	31
1	130000	46	0	420	25	43
1	130000	47	0	427	15	44
1	130000	48	0	430	25	37
1	130000	49	0	438	17	38
1	130000	50	0	438	20	42
1	140000	1	368	172	0	3
1	140000	2	83	340	2	4
1	140000	3	60	381	3	7
1	140000	4	27	402	6	4
1	140000	5	11	433	10	6
1	140000	6	8	446	4	11
1	140000	7	7	425	7	7
1	140000	8	2	458	8	9
1	140000	9	0	435	8	18
1	140000	10	5	439	10	11
1	140000	11	0	451	10	18
1	140000	12	0	445	12	19
1	140000	13	3	428	14	18
1	140000	14	2	445	4	15
1	140000	15	0	429	7	20
1	140000	16	0	432	7	25
1	140000	17	1	440	14	25
1	140000	18	1	436	12	28
1	140000	19	0	452	12	26
1	140000	20	1	450	16	23
1	140000	21	2	459	7	18
1	140000	22	0	468	14	16
1	140000	23	0	440	20	27
1	140000	24	0	437	21	31
1	140000	25	1	455	12	21
1	140000	26	0	437	18	34
1	140000	27	0	440	13	41
1	140000	28	1	443	8	33
1	140000	29	0	427	18	29
1	140000	30	0	441	16	30
1	140000	31	0	433	14	36
1	140000	32	0	447	15	26
1	140000	33	0	450	15	30
1	140000	34	0	407	22	44
1	140000	35	0	425	16	39
1	140000	36	0	428	15	38
1	140000	37	0	440	9	37
1	140000	38	0	423	8	36
1	140000	39	0	427	16	31
1	140000	40	0	405	18	38
1	140000	41	0	421	10	37
1	140000	42	0	407	17	39
1	140000	43	0	403	14	46
1	140000	44	0	415	16	37
1	140000	45	1	390	17	38
1	140000	46	0	393	14	44
1	140000	47	0	392	20	43
1	140000	48	0	384	14	42
1	140000	49	0	384	20	47
1	140000	50	0	382	15	54
1	150000	1	474	156	1	4
1	150000	2	78	354	6	5
1	150000	3	44	381	8	5
1	150000	4	24	390	17	8
1	150000	5	6	412	20	11
1	150000	6	10	393	28	12
1	150000	7	3	419	29	19
1	150000	8	2	424	39	22
1	150000	9	1	437	40	22
1	150000	10	2	440	30	32
1	150000	11	0	456	30	31
1	150000	12	2	421	44	36
1	150000	13	0	440	46	36
1	150000	14	2	444	42	39
1	150000	15	0	448	56	36
1	150000	16	0	444	55	43
1	150000	17	0	437	50	46
1	150000	18	0	450	42	57
1	150000	19	1	442	47	45
1	150000	20	0	441	42	52
1	150000	21	1	450	60	47
1	150000	22	0	448	48	51
1	150000	23	0	441	51	57
1	150000	24	0	433	56	62
1	150000	25	0	436	57	56
1	150000	26	0	452	55	61
1	150000	27	0	444	45	73
1	150000	28	0	427	52	69
1	150000	29	2	437	61	59
1	150000	30	1	442	49	68
1	150000	31	0	424	57	56
1	150000	32	0	429	45	76
1	150000	33	0	437	38	85
1	150000	34	0	442	39	65
1	150000	35	0	438	45	62
1	150000	36	0	422	45	72
1	150000	37	0	412	42	91
1	150000	38	0	420	36	76
