1	100000	1	999	321	17	13
1	100000	2	303	612	70	18
1	100000	3	109	736	83	25
1	100000	4	38	789	107	44
1	100000	5	27	799	103	48
1	100000	6	19	839	131	59
1	100000	7	17	812	155	65
1	100000	8	8	805	142	86
1	100000	9	7	835	126	89
1	100000	10	3	814	150	99
1	100000	11	3	828	128	112
1	100000	12	2	833	138	104
1	100000	13	4	799	163	124
1	100000	14	2	837	147	119
1	100000	15	2	823	132	126
1	100000	16	3	841	139	118
1	100000	17	5	834	136	123
1	100000	18	0	848	158	137
1	100000	19	1	829	139	154
1	100000	20	0	838	130	143
1	100000	21	0	847	139	154
1	100000	22	1	843	131	155
1	100000	23	0	852	132	153
1	100000	24	2	828	116	168
1	100000	25	2	839	124	173
1	100000	26	0	821	132	167
1	100000	27	0	815	106	204
1	100000	28	0	829	116	185
1	100000	29	1	795	107	180
1	100000	30	1	819	118	178
1	100000	31	1	818	121	179
1	100000	32	1	798	112	199
1	100000	33	0	829	110	173
1	100000	34	0	832	96	209
1	100000	35	1	801	92	183
1	100000	36	0	799	106	204
1	100000	37	0	788	104	202
1	100000	38	0	783	84	204
1	100000	39	0	781	102	211
1	100000	40	0	776	105	209
1	100000	41	0	758	92	238
1	100000	42	0	767	107	196
1	100000	43	1	766	90	215
1	100000	44	0	774	90	215
1	100000	45	0	783	87	205
1	100000	46	1	742	100	235
1	100000	47	0	768	80	209
1	100000	48	0	748	106	216
1	100000	49	0	755	84	187
1	100000	50	0	776	88	205
1	110000	1	94	37	0	0
1	110000	2	49	58	6	7
1	110000	3	11	100	11	7
1	110000	4	2	117	14	8
1	110000	5	1	126	16	8
1	110000	6	1	121	19	11
1	110000	7	2	123	15	10
1	110000	8	0	121	20	8
1	110000	9	1	133	15	7
1	110000	10	0	126	18	8
1	110000	11	1	122	19	10
1	110000	12	1	123	21	9
1	110000	13	0	127	11	15
1	110000	14	0	133	8	19
1	110000	15	0	131	13	16
1	110000	16	1	119	16	16
1	110000	17	0	132	14	9
1	110000	18	0	133	10	14
1	110000	19	0	128	9	15
1	110000	20	0	135	7	15
1	110000	21	1	129	6	20
1	110000	22	0	123	12	14
1	110000	23	0	127	8	20
1	110000	24	1	122	11	20
1	110000	25	0	129	10	17
1	110000	26	0	118	11	23
1	110000	27	0	130	9	16
1	110000	28	0	116	9	25
1	110000	29	0	120	9	25
1	110000	30	0	114	11	25
1	110000	31	0	119	6	15
1	110000	32	0	121	8	20
1	110000	33	0	125	7	17
1	110000	34	0	122	8	18
1	110000	35	0	125	5	19
1	110000	36	0	120	6	23
1	110000	37	0	117	5	25
1	110000	38	0	120	6	22
1	110000	39	0	113	10	25
1	110000	40	0	120	5	18
1	110000	41	0	118	8	22
1	110000	42	0	118	9	18
1	110000	43	0	122	9	17
1	110000	44	0	104	7	29
1	110000	45	0	113	5	21
1	110000	46	0	116	5	20
1	110000	47	0	117	5	22
1	110000	48	0	107	9	28
1	110000	49	0	112	6	21
1	110000	50	0	113	5	23
1	120000	1	438	141	4	4
1	120000	2	87	310	14	11
1	120000	3	40	320	27	11
1	120000	4	23	355	37	9
1	120000	5	12	368	42	22
1	120000	6	6	361	61	17
1	120000	7	5	367	71	22
1	120000	8	4	350	63	29
1	120000	9	4	378	54	36
1	120000	10	0	370	68	30
1	120000	11	2	379	65	34
1	120000	12	1	369	68	39
1	120000	13	0	372	69	37
1	120000	14	0	400	61	39
1	120000	15	1	392	58	36
1	120000	16	1	375	59	54
1	120000	17	0	389	67	49
1	120000	18	1	371	64	59
1	120000	19	0	383	70	58
1	120000	20	1	378	76	62
1	120000	21	0	385	66	61
1	120000	22	0	388	61	65
1	120000	23	0	369	67	80
1	120000	24	0	376	58	73
1	120000	25	0	382	59	73
1	120000	26	0	375	50	73
1	120000	27	0	381	61	72
1	120000	28	1	379	45	83
1	120000	29	0	372	50	69
1	120000	30	0	374	52	77
1	120000	31	0	368	46	88
1	120000	32	0	361	58	80
1	120000	33	0	357	53	94
1	120000	34	0	366	50	76
1	120000	35	0	362	48	89
1	120000	36	0	370	55	90
1	120000	37	0	359	50	89
1	120000	38	0	363	48	87
1	120000	39	0	364	56	78
1	120000	40	0	355	48	87
1	120000	41	0	347	54	86
1	120000	42	0	354	38	83
1	120000	43	0	354	55	90
1	120000	44	0	344	53	99
1	120000	45	0	367	49	79
1	120000	46	0	343	52	89
1	120000	47	0	333	38	106
1	120000	48	0	329	40	101
1	120000	49	0	321	55	113
1	120000	50	0	342	33	97
1	130000	1	423	106	0	1
1	130000	2	77	276	0	2
1	130000	3	26	325	1	3
1	130000	4	19	363	4	4
1	130000	5	12	385	4	4
1	130000	6	4	372	6	6
1	130000	7	1	370	8	5
1	130000	8	2	370	17	8
1	130000	9	3	378	9	12
1	130000	10	1	383	11	12
1	130000	11	1	388	18	9
1	130000	12	0	390	15	10
1	130000	13	1	386	21	14
1	130000	14	0	422	19	13
1	130000	15	0	400	16	18
1	130000	16	0	415	18	15
1	130000	17	0	420	21	16
1	130000	18	0	419	23	20
1	130000	19	0	431	15	18
1	130000	20	0	431	25	17
1	130000	21	0	422	25	23
1	130000	22	0	430	19	11
1	130000	23	0	426	21	21
1	130000	24	0	414	19	28
1	130000	25	0	425	29	33
1	130000	26	0	446	18	32
1	130000	27	0	439	22	27
1	130000	28	0	412	24	42
1	130000	29	0	442	24	27
1	130000	30	0	436	25	32
1	130000	31	1	443	27	25
1	130000	32	0	442	23	32
1	130000	33	0	423	22	30
1	130000	34	0	437	22	33
1	130000	35	0	432	27	33
1	130000	36	0	416	30	46
1	130000	37	0	444	21	30
1	130000	38	0	437	22	45
1	130000	39	0	444	16	33
1	130000	40	0	425	27	37
1	130000	41	0	428	24	41
1	130000	42	0	446	23	32
1	130000	43	0	426	20	35
1	130000	44	0	416	22	42
1	130000	45	0	438	29	41
1	130000	46	0	410	23	42
1	130000	47	0	443	12	46
1	130000	48	0	433	15	48
1	130000	49	0	434	17	48
1	130000	50	0	427	21	41
1	140000	1	370	173	0	3
1	140000	2	82	344	2	5
1	140000	3	57	382	2	4
1	140000	4	27	414	7	4
1	140000	5	12	436	9	7
1	140000	6	7	450	4	7
1	140000	7	8	414	4	11
1	140000	8	4	450	12	10
1	140000	9	4	447	9	10
1	140000	10	2	440	10	11
1	140000	11	2	434	11	19
1	140000	12	0	456	13	12
1	140000	13	0	436	9	24
1	140000	14	1	439	6	17
1	140000	15	0	443	6	19
1	140000	16	1	451	10	19
1	140000	17	2	429	11	30
1	140000	18	0	424	14	30
1	140000	19	0	459	8	26
1	140000	20	0	442	19	19
1	140000	21	0	448	5	25
1	140000	22	0	465	15	13
1	140000	23	0	436	17	31
1	140000	24	0	437	21	31
1	140000	25	0	442	18	27
1	140000	26	2	439	10	30
1	140000	27	0	442	14	30
1	140000	28	1	436	11	34
1	140000	29	0	436	16	29
1	140000	30	0	425	18	35
1	140000	31	0	445	9	32
1	140000	32	0	432	19	34
1	140000	33	1	412	17	45
1	140000	34	0	437	12	28
1	140000	35	0	428	11	39
1	140000	36	0	430	18	27
1	140000	37	0	434	13	33
1	140000	38	0	425	15	51
1	140000	39	0	425	10	35
1	140000	40	0	418	15	33
1	140000	41	0	410	17	33
1	140000	42	0	408	13	37
1	140000	43	0	395	16	52
1	140000	44	0	409	20	34
1	140000	45	0	388	16	48
1	140000	46	0	392	18	36
1	140000	47	1	397	16	41
1	140000	48	0	411	9	37
1	140000	49	0	406	14	35
1	140000	50	0	392	8	58
1	150000	1	474	155	1	4
1	150000	2	78	355	6	5
1	150000	3	43	383	8	5
1	150000	4	25	390	15	7
1	150000	5	8	411	20	12
1	150000	6	9	390	29	14
1	150000	7	3	425	29	18
1	150000	8	1	424	39	28
1	150000	9	1	443	36	21
1	150000	10	1	434	36	24
1	150000	11	1	457	30	33
1	150000	12	1	435	38	42
1	150000	13	2	426	47	40
1	150000	14	1	433	45	46
1	150000	15	0	449	48	39
1	150000	16	0	444	51	40
1	150000	17	0	450	54	40
1	150000	18	0	444	52	55
1	150000	19	0	446	48	40
1	150000	20	1	439	48	54
1	150000	21	0	438	55	50
1	150000	22	0	448	43	63
1	150000	23	0	456	41	55
1	150000	24	0	432	58	54
1	150000	25	0	464	56	47
1	150000	26	0	444	55	58
1	150000	27	0	440	44	72
1	150000	28	0	417	52	75
1	150000	29	2	444	44	56
1	150000	30	0	428	46	80
1	150000	31	0	431	50	56
1	150000	32	0	421	47	68
1	150000	33	1	424	47	69
1	150000	34	0	445	38	65
1	150000	35	1	423	43	67
1	150000	36	1	432	44	74
1	150000	37	0	400	49	83
1	150000	38	0	406	45	75
1	150000	39	0	420	44	72
1	150000	40	0	426	47	61
1	150000	41	0	419	38	77
1	150000	42	0	417	44	76
1	150000	43	0	418	44	68
1	150000	44	0	398	53	82
1	150000	45	0	409	48	59
1	150000	46	0	418	35	75
1	150000	47	0	404	40	70
1	150000	48	0	406	35	71
1	150000	49	0	409	42	72
1	150000	50	0	409	40	72
1	160000	1	170	65	0	0
1	160000	2	63	121	0	2
1	160000	3	36	157	1	3
1	160000	4	24	195	0	2
1	160000	5	4	207	0	1
1	160000	6	10	215	1	0
1	160000	7	5	213	4	5
1	160000	8	6	216	8	5
1	160000	9	1	224	2	4
1	160000	10	3	229	7	5
1	160000	11	2	237	10	6
1	160000	12	0	256	3	7
1	160000	13	0	248	8	10
1	160000	14	0	247	7	7
1	160000	15	2	264	6	9
1	160000	16	1	264	13	7
1	160000	17	0	264	10	7
1	160000	18	1	277	6	7
1	160000	19	2	257	15	15
1	160000	20	1	263	15	11
1	160000	21	1	266	8	14
1	160000	22	0	260	13	16
1	160000	23	0	277	11	14
1	160000	24	0	253	25	17
1	160000	25	0	272	20	12
1	160000	26	0	258	18	17
1	160000	27	0	273	16	13
1	160000	28	0	273	14	17
1	160000	29	0	272	14	11
1	160000	30	0	267	13	19
1	160000	31	0	274	20	14
1	160000	32	0	264	15	22
1	160000	33	0	271	18	18
1	160000	34	0	277	15	17
1	160000	35	0	268	17	21
1	160000	36	0	280	17	11
1	160000	37	0	271	22	19
1	160000	38	0	276	10	24
1	160000	39	0	272	18	18
1	160000	40	0	284	18	14
1	160000	41	0	262	21	28
1	160000	42	0	277	13	21
1	160000	43	0	287	20	16
1	160000	44	0	276	14	26
1	160000	45	0	270	10	28
1	160000	46	0	260	15	29
1	160000	47	0	264	20	34
1	160000	48	0	259	11	36
1	160000	49	1	270	19	14
1	160000	50	0	262	18	21
1	170000	1	404	209	4	1
1	170000	2	112	352	14	1
1	170000	3	65	418	11	2
1	170000	4	34	419	17	4
1	170000	5	14	457	18	4
1	170000	6	11	458	20	9
1	170000	7	13	450	22	11
1	170000	8	7	448	32	13
1	170000	9	3	450	41	14
1	170000	10	0	461	32	11
1	170000	11	3	482	34	19
1	170000	12	3	496	26	14
1	170000	13	2	494	31	16
1	170000	14	2	495	24	21
1	170000	15	1	478	41	22
1	170000	16	2	493	33	26
1	170000	17	3	488	32	31
1	170000	18	2	491	30	21
1	170000	19	1	485	27	36
1	170000	20	0	505	29	30
1	170000	21	0	494	41	31
1	170000	22	1	517	24	43
1	170000	23	0	510	34	32
1	170000	24	0	507	31	36
1	170000	25	0	499	38	30
1	170000	26	0	514	28	38
1	170000	27	1	509	29	39
1	170000	28	0	504	26	47
1	170000	29	0	500	34	49
1	170000	30	0	528	23	38
1	170000	31	0	489	37	48
1	170000	32	0	518	26	51
1	170000	33	0	518	37	43
1	170000	34	0	505	33	50
1	170000	35	0	510	30	52
1	170000	36	0	497	39	63
1	170000	37	0	497	36	59
1	170000	38	0	474	41	73
1	170000	39	1	502	34	55
1	170000	40	0	494	35	66
1	170000	41	0	496	26	72
1	170000	42	1	497	32	56
1	170000	43	0	502	29	56
